event_story,answer,Event,Context,event1,event2,Relation,GPT3_TE,GPT4_TE,GPT3_5_QA,GPT4_QA
"event: The losing team were very sad starts after Much change for both schools story: It was the first time these two teams had played in 15 years. Much had changed for both schools in that time. The fans were excited to experience the rivalry game. ""The team that used to dominate, had weakened over the years."" ""It was a close game, but the home team eventually won.""", positive, the losing team were very sad starts after much change for both schools ," It was the first time these two teams had played in 15 years. Much had changed for both schools in that time. The fans were excited to experience the rivalry game. ""The team that used to dominate, had weakened over the years."" ""It was a close game, but the home team eventually won.""", the losing team were very sad , much change for both schools ,after, True,TRUE, after, after
event: The player's forehead hit my jaw starts after another player ran into me at top speed story: I got injured during basketball practice. I was running down the court with the ball. Another player ran into me at top speed. She had a dent in her forehead from the impact. My jaw was pushed into my ear canal., positive, the player's forehead hit my jaw starts after another player ran into me at top speed , I got injured during basketball practice. I was running down the court with the ball. Another player ran into me at top speed. She had a dent in her forehead from the impact. My jaw was pushed into my ear canal., the player's forehead hit my jaw , another player ran into me at top speed ,after, True,TRUE, before, after
event: Bob logged onto the Internet starts before He wrap it to itself around his set of plastic drawers story: Bob needed to keep some drawers closed. He found a sticky wrap online and ordered it. When it came Bob wasn't very confident it would work. He wrapped it to itself around his set of plastic drawers. Bob was happy to see the wrap worked exactly like it should., positive, bob logged onto the internet starts before he wrap it to itself around his set of plastic drawers , Bob needed to keep some drawers closed. He found a sticky wrap online and ordered it. When it came Bob wasn't very confident it would work. He wrapped it to itself around his set of plastic drawers. Bob was happy to see the wrap worked exactly like it should., bob logged onto the internet , he wrap it to itself around his set of plastic drawers ,before, True,TRUE, before, before
event: Lance took the old shoe to a Cobbler starts after the shoes he has are worn out story: Lance is trying to raise money for new shoes. The shoes he has are worn and dirty. Lance works everyday to make enough. Lance cannot make enough money for the shoes. Lance did not raise enough money for new shoes and kept his old ones., positive, lance took the old shoe to a cobbler starts after the shoes he has are worn out , Lance is trying to raise money for new shoes. The shoes he has are worn and dirty. Lance works everyday to make enough. Lance cannot make enough money for the shoes. Lance did not raise enough money for new shoes and kept his old ones., lance took the old shoe to a cobbler , the shoes he has are worn out ,after, True,FALSE, after, after
"event: Mary burned the crust starts after Mary baked her first pie story: Mary baked her first pie. It didn't turn out as well as she thought it would. The crust was burned and the fruit inside wasn't that great. ""However, she remembered that practice makes perfect and tried again."" ""Each pie after came out better, and she was happy she didn't give up.""", positive, mary burned the crust starts after mary baked her first pie ," Mary baked her first pie. It didn't turn out as well as she thought it would. The crust was burned and the fruit inside wasn't that great. ""However, she remembered that practice makes perfect and tried again."" ""Each pie after came out better, and she was happy she didn't give up.""", mary burned the crust , mary baked her first pie ,after, True,TRUE, before, after
event: Martin enjoyed his walk. starts after he decided to walk around the block before bed story: Martin realizes that he needs to get more exercise. He decides to have a walk around the block before he goes to bed. That night he sleeps more deeply than normal. He decides to take a walk every night before going to bed. Martin is very happy he is getting more exercise., positive, martin enjoyed his walk. starts after he decided to walk around the block before bed , Martin realizes that he needs to get more exercise. He decides to have a walk around the block before he goes to bed. That night he sleeps more deeply than normal. He decides to take a walk every night before going to bed. Martin is very happy he is getting more exercise., martin enjoyed his walk. , he decided to walk around the block before bed ,after, True,TRUE, before, after
"event: Jordan told the clown ""no"" starts after Jordan refuse because she was afraid of the clown 's red nose story: Jordan went to the circus. ""Upon arrival, Jordan met a clown with a red nose."" The clown asked Jordan for a hug. Jordan refused because she was afraid of the clown's red nose. Jordan never returned to the circus after this experience.", positive," jordan told the clown ""no"" starts after jordan refuse because she was afraid of the clown 's red nose "," Jordan went to the circus. ""Upon arrival, Jordan met a clown with a red nose."" The clown asked Jordan for a hug. Jordan refused because she was afraid of the clown's red nose. Jordan never returned to the circus after this experience."," jordan told the clown ""no"" ", jordan refuse because she was afraid of the clown 's red nose ,after, True,FALSE, after, before
event: Jake asked the seller if the chair was available starts after Jake found a computer chair on Craigslist story: Jake had just moved into his college dorm. He wanted to make his study area as comfortable as possible. The chair that was in his room was old and stiff. Jake found a really nice leather computer chair on craigslist. Jake was able to buy the chair for $50 used., positive, jake asked the seller if the chair was available starts after jake found a computer chair on craigslist , Jake had just moved into his college dorm. He wanted to make his study area as comfortable as possible. The chair that was in his room was old and stiff. Jake found a really nice leather computer chair on craigslist. Jake was able to buy the chair for $50 used., jake asked the seller if the chair was available , jake found a computer chair on craigslist ,after, True,TRUE, before, Before
event: Susie didn't have enough money to open up a convenience store starts before So she go to loan office story: Susie wanted to open up a convenience store. But she really needed a loan for that. So she went to loan office. She was not sure she would get it. But she was almost instantly approved., positive, susie didn't have enough money to open up a convenience store starts before so she go to loan office , Susie wanted to open up a convenience store. But she really needed a loan for that. So she went to loan office. She was not sure she would get it. But she was almost instantly approved., susie didn't have enough money to open up a convenience store , so she go to loan office ,before, True,TRUE, before, before
event: Burt looked out the window. starts before Burt roll his windows story: Burt left his car windows down one sunny day in New Jersey. The weather changed and soon it started to downpour. Burt ran to his car and rolled up his windows during the storm. The inside was not very wet yet. Burt sighed in relief and vowed to never be so foolish again., positive, burt looked out the window. starts before burt roll his windows , Burt left his car windows down one sunny day in New Jersey. The weather changed and soon it started to downpour. Burt ran to his car and rolled up his windows during the storm. The inside was not very wet yet. Burt sighed in relief and vowed to never be so foolish again., burt looked out the window. , burt roll his windows ,before, False,FALSE, after, before
"event: Students bought raffle tickets starts before now she looks swell! story: Samantha really needed a haircut but didn't have much money. ""She asked her parents, but they didn't have much money either."" She came up with an idea to raffle off her radio at school. She sold 85 tickets at a quarter a piece. ""It was just enough for a haircut, and now she looks swell!""", positive, students bought raffle tickets starts before now she looks swell! ," Samantha really needed a haircut but didn't have much money. ""She asked her parents, but they didn't have much money either."" She came up with an idea to raffle off her radio at school. She sold 85 tickets at a quarter a piece. ""It was just enough for a haircut, and now she looks swell!""", students bought raffle tickets , now she looks swell! ,before, True,TRUE, before, before
event: Linda decided that it wasn't fair to continue the relationship when she didn't love Max. starts after Linda didn't feel the same about Max story: Max and Linda are boyfriend and girlfriend. Max loves Linda! Linda does not feel the same about Max. Linda broke up with Max. Max is heartbroken., positive, linda decided that it wasn't fair to continue the relationship when she didn't love max. starts after linda didn't feel the same about max , Max and Linda are boyfriend and girlfriend. Max loves Linda! Linda does not feel the same about Max. Linda broke up with Max. Max is heartbroken., linda decided that it wasn't fair to continue the relationship when she didn't love max. , linda didn't feel the same about max ,after, True,TRUE, before, before
"event: Neither Jill nor Roz cheated during the race. starts after She run story: Jill has been practicing everyday so she can beat Roz at the big race. She has been running two times a day and only eating healthy food. ""On the day of the race, she feels ready."" The officials start the race. Jill and Roz run a fair race and Jill wins!", positive, neither jill nor roz cheated during the race. starts after she run ," Jill has been practicing everyday so she can beat Roz at the big race. She has been running two times a day and only eating healthy food. ""On the day of the race, she feels ready."" The officials start the race. Jill and Roz run a fair race and Jill wins!", neither jill nor roz cheated during the race. , she run ,after, True,TRUE, before, before
event: The boy had fun scaring Lexi starts after She dress as a pony story: Lexie was so excited for Halloween. She dressed up as a pony. She went to lots of houses to get candy. Lexi got scared by a boy in a scary mask. She never wants to participate in Halloween again., positive, the boy had fun scaring lexi starts after she dress as a pony , Lexie was so excited for Halloween. She dressed up as a pony. She went to lots of houses to get candy. Lexi got scared by a boy in a scary mask. She never wants to participate in Halloween again., the boy had fun scaring lexi , she dress as a pony ,after, True,TRUE, after, before
event: Amy went to get a mop starts after knocking the pitcher over. story: Amy was in an important meeting at work. She sat at a conference table with her coworkers while her boss spoke. There was a pitcher of water in the middle of the table. Amy tried to get water but ended up knocking the pitcher over. The meeting was postponed as soaked coworkers helped clean the spill., positive, amy went to get a mop starts after knocking the pitcher over. , Amy was in an important meeting at work. She sat at a conference table with her coworkers while her boss spoke. There was a pitcher of water in the middle of the table. Amy tried to get water but ended up knocking the pitcher over. The meeting was postponed as soaked coworkers helped clean the spill., amy went to get a mop , knocking the pitcher over. ,after, True,FALSE, after, after
event: Josh drove to a steakhouse starts before he filed for divorce story: Josh loved to eat steak. His wife did not like steak. Josh wanted to get a good steak. He left his wife to go to the steakhouse. Now he is filing for divorce., positive, josh drove to a steakhouse starts before he filed for divorce , Josh loved to eat steak. His wife did not like steak. Josh wanted to get a good steak. He left his wife to go to the steakhouse. Now he is filing for divorce., josh drove to a steakhouse , he filed for divorce ,before, True,TRUE, after, before
event: Josh and his wife were having marital problems starts before do story: Josh loved to eat steak. His wife did not like steak. Josh wanted to get a good steak. He left his wife to go to the steakhouse. Now he is filing for divorce., positive, josh and his wife were having marital problems starts before do , Josh loved to eat steak. His wife did not like steak. Josh wanted to get a good steak. He left his wife to go to the steakhouse. Now he is filing for divorce., josh and his wife were having marital problems , do ,before, True,FALSE, before, before
"event: The mom cooked dinner all day starts after Lagethera refused to clean her room and left story: Lagertha didn't like being told what to do. Her mother told her to clean her room. ""Lagertha refused, and went outside to play with her friends."" ""When she returned at dusk, there was candy and roast lamb to eat."" ""Her mother forbid her to have any though, and sent her to her room.""", positive, the mom cooked dinner all day starts after lagethera refused to clean her room and left ," Lagertha didn't like being told what to do. Her mother told her to clean her room. ""Lagertha refused, and went outside to play with her friends."" ""When she returned at dusk, there was candy and roast lamb to eat."" ""Her mother forbid her to have any though, and sent her to her room.""", the mom cooked dinner all day , lagethera refused to clean her room and left ,after, True,FALSE, before, before
event: Kelly was surprised  starts after She came home however and found all her friends waiting for her. story: Saturday was Kelly's birthday. She assumed no one cared about her birthday. She came home however and found all her friends waiting for her. They all yelled surprise. Kelly laughed and couldn't believe they remembered., positive, kelly was surprised  starts after she came home however and found all her friends waiting for her. , Saturday was Kelly's birthday. She assumed no one cared about her birthday. She came home however and found all her friends waiting for her. They all yelled surprise. Kelly laughed and couldn't believe they remembered., kelly was surprised  , she came home however and found all her friends waiting for her. ,after, True,TRUE, after, after
"event: My heart was pounding starts after a small child took out an axe story: The train started to move after eight in the morning. I slowly looked for a seat and settled down. ""A moment later, a small child stood up and took out an axe."" Everyone was scared and tried to run away. ""Luckily, a muscular man was able to stop him and take away the axe.""", positive, my heart was pounding starts after a small child took out an axe ," The train started to move after eight in the morning. I slowly looked for a seat and settled down. ""A moment later, a small child stood up and took out an axe."" Everyone was scared and tried to run away. ""Luckily, a muscular man was able to stop him and take away the axe.""", my heart was pounding , a small child took out an axe ,after, True,TRUE, after, after
"event: Nola takes some photos of herself modeling starts before They tell Nola she was too short to model story: Nola was slim and pretty. She wanted to be a model. She contacted an agency and showed them some photos. ""But to her surprise, the agency did not sign her!"" They told Nola she was too short to model.", positive, nola takes some photos of herself modeling starts before they tell nola she was too short to model ," Nola was slim and pretty. She wanted to be a model. She contacted an agency and showed them some photos. ""But to her surprise, the agency did not sign her!"" They told Nola she was too short to model.", nola takes some photos of herself modeling , they tell nola she was too short to model ,before, True,TRUE, after, before
"event: Tom got injured starts after He saw a rather disobedient dog in the distance story: Tom was in the local park one afternoon. He saw a rather disobedient dog in the distance. The dog's owner through a frisbee in Tom's direction. ""Unfortunately, the dog decided to pounce on Tom instead."" The dog's owner didn't even apologize.", positive, tom got injured starts after he saw a rather disobedient dog in the distance ," Tom was in the local park one afternoon. He saw a rather disobedient dog in the distance. The dog's owner through a frisbee in Tom's direction. ""Unfortunately, the dog decided to pounce on Tom instead."" The dog's owner didn't even apologize.", tom got injured , he saw a rather disobedient dog in the distance ,after, False,Cannot be determined, after, after
"event: Clayton's roommate dumped the house centipede's dead body. starts after Clayton be deathly afraid of house centipedes story: Clayton was deathly afraid of house centipedes. One day he saw one scuttling around on his floor. ""Terrified, he called over his roommate to kill it for him."" ""She walked in, unafraid, and swiftly smashed the bug with a book."" Clayton was grateful and actually kind of impressed.", positive, clayton's roommate dumped the house centipede's dead body. starts after clayton be deathly afraid of house centipedes ," Clayton was deathly afraid of house centipedes. One day he saw one scuttling around on his floor. ""Terrified, he called over his roommate to kill it for him."" ""She walked in, unafraid, and swiftly smashed the bug with a book."" Clayton was grateful and actually kind of impressed.", clayton's roommate dumped the house centipede's dead body. , clayton be deathly afraid of house centipedes ,after, False,TRUE, after, after
event: They won the game. starts before This win be the most important win on the year story: The players were excited about the upcoming game. They were playing their biggest rivals. They needed this win to make sure they'd make the playoffs. They put in their best effort all season. This win was the most important win on the year., positive, they won the game. starts before this win be the most important win on the year , The players were excited about the upcoming game. They were playing their biggest rivals. They needed this win to make sure they'd make the playoffs. They put in their best effort all season. This win was the most important win on the year., they won the game. , this win be the most important win on the year ,before, True,FALSE, after, after
"event: Wallace owned a pair of swim trunks. starts before the water was too cold to swim in. story: Milwaukee resident Wallace wanted to go swimming in the lake. ""It was early September, and he donned his swim trunks."" He drove to the lake and found parking. The water was already far too cold for him to swim. Wallace went home unsatisfied.", positive, wallace owned a pair of swim trunks. starts before the water was too cold to swim in. ," Milwaukee resident Wallace wanted to go swimming in the lake. ""It was early September, and he donned his swim trunks."" He drove to the lake and found parking. The water was already far too cold for him to swim. Wallace went home unsatisfied.", wallace owned a pair of swim trunks. , the water was too cold to swim in. ,before, True,TRUE, before, before
"event: Tammy owned her pony starts before She be so nervous at tryouts that she forgot her routine story: Tammy always wanted to be a trick rider at the circus. She practiced riding her pony every day. ""One summer, she auditioned for a part at the local fair."" She was so nervous at tryouts that she forgot her routine. She didn't get the part.", positive, tammy owned her pony starts before she be so nervous at tryouts that she forgot her routine ," Tammy always wanted to be a trick rider at the circus. She practiced riding her pony every day. ""One summer, she auditioned for a part at the local fair."" She was so nervous at tryouts that she forgot her routine. She didn't get the part.", tammy owned her pony , she be so nervous at tryouts that she forgot her routine ,before, True,TRUE, before, before
"event: Nola is short starts before She show them some photos story: Nola was slim and pretty. She wanted to be a model. She contacted an agency and showed them some photos. ""But to her surprise, the agency did not sign her!"" They told Nola she was too short to model.", positive, nola is short starts before she show them some photos ," Nola was slim and pretty. She wanted to be a model. She contacted an agency and showed them some photos. ""But to her surprise, the agency did not sign her!"" They told Nola she was too short to model.", nola is short , she show them some photos ,before, True,TRUE, after, before
event: Jenny was at home starts before Jenny locate a fast food restaurant nearby that had good ratings story: Jenny could not get the thought of a cheeseburger out of her mind. Jenny logged onto Yelp to find out where to get the best cheeseburger. Jenny located a fast food restaurant nearby that had good ratings. Jenny got into her car and drove to the fast food restaurant. Jenny ordered a cheeseburger and ate it in her car., positive, jenny was at home starts before jenny locate a fast food restaurant nearby that had good ratings , Jenny could not get the thought of a cheeseburger out of her mind. Jenny logged onto Yelp to find out where to get the best cheeseburger. Jenny located a fast food restaurant nearby that had good ratings. Jenny got into her car and drove to the fast food restaurant. Jenny ordered a cheeseburger and ate it in her car., jenny was at home , jenny locate a fast food restaurant nearby that had good ratings ,before, True,TRUE, after, before
event: Jill opens the hood of the car starts before She call triple A for help with her car story: Jill is driving down the road. Her car starts to make a strange noise. She pulls over and checks the hood. It's smoking everywhere. She calls triple A for help with her car., positive, jill opens the hood of the car starts before she call triple a for help with her car , Jill is driving down the road. Her car starts to make a strange noise. She pulls over and checks the hood. It's smoking everywhere. She calls triple A for help with her car., jill opens the hood of the car , she call triple a for help with her car ,before, True,TRUE, before, before
"event: Brittany looked up ways to make money online starts after She check her bank account story: Brittany needs money for bills. She checked her bank account but it was empty. Brittany decided she needed another job. Brittany decided to use Amazon Mechanical Turk! ""Now, Brittany has a great job, and can pay all of her bills!""", positive, brittany looked up ways to make money online starts after she check her bank account ," Brittany needs money for bills. She checked her bank account but it was empty. Brittany decided she needed another job. Brittany decided to use Amazon Mechanical Turk! ""Now, Brittany has a great job, and can pay all of her bills!""", brittany looked up ways to make money online , she check her bank account ,after, True,FALSE, before, before
event: Jill needs help fixing her car starts before she calls triple A for help with her car story: Jill is driving down the road. Her car starts to make a strange noise. She pulls over and checks the hood. It's smoking everywhere. She calls triple A for help with her car., positive, jill needs help fixing her car starts before she calls triple a for help with her car , Jill is driving down the road. Her car starts to make a strange noise. She pulls over and checks the hood. It's smoking everywhere. She calls triple A for help with her car., jill needs help fixing her car , she calls triple a for help with her car ,before, True,TRUE, after, before
event: Jack stayed up all night studying starts after He study story: Jack has a test in science. He has been studying all week. He still does not feel ready. Jack got to his test and failed. He begged his teacher for a retake and she said no., positive, jack stayed up all night studying starts after he study , Jack has a test in science. He has been studying all week. He still does not feel ready. Jack got to his test and failed. He begged his teacher for a retake and she said no., jack stayed up all night studying , he study ,after, False,FALSE, before, before
"event: Tom is pleased at how the presentation turned out. starts after Tom have a big presentation at work story: Tom has a big presentation at work tomorrow. He has not prepared for the presentation. He works all night long to present something for tomorrow. He spilled coffee on the USB stick containing his presentation. ""He gets to work and wings his presentation, everyone loves it.""", positive, tom is pleased at how the presentation turned out. starts after tom have a big presentation at work ," Tom has a big presentation at work tomorrow. He has not prepared for the presentation. He works all night long to present something for tomorrow. He spilled coffee on the USB stick containing his presentation. ""He gets to work and wings his presentation, everyone loves it.""", tom is pleased at how the presentation turned out. , tom have a big presentation at work ,after, True,TRUE, after, after
event: John was excited about the festival. starts after he noticed a flyer advertising a local hot air balloon festival story: John loved hot air balloons. He noticed a flyer advertising a local hot air balloon festival. A few days later he went to the festival. There was probably 100 hot air balloons there! John had a really great time., positive, john was excited about the festival. starts after he noticed a flyer advertising a local hot air balloon festival , John loved hot air balloons. He noticed a flyer advertising a local hot air balloon festival. A few days later he went to the festival. There was probably 100 hot air balloons there! John had a really great time., john was excited about the festival. , he noticed a flyer advertising a local hot air balloon festival ,after, True,FALSE, before, after
event: Trisha locked up for the night starts after The diner n't make any money story: Trisha was a manager of local diner. It was a slow night. The diner hadn't been making any money. Trisha didn't want the diner to lose any more money. Trisha closed the diner an hour early., positive, trisha locked up for the night starts after the diner n't make any money , Trisha was a manager of local diner. It was a slow night. The diner hadn't been making any money. Trisha didn't want the diner to lose any more money. Trisha closed the diner an hour early., trisha locked up for the night , the diner n't make any money ,after, True,TRUE, after, after
event: Jack almost died. starts after Jack tripped and fell into the water. story: Jack and Jill went out on their dock. They were going fishing. Jack tripped and fell into the water. Jill dove in after him. Jill saved Jack's life., positive, jack almost died. starts after jack tripped and fell into the water. , Jack and Jill went out on their dock. They were going fishing. Jack tripped and fell into the water. Jill dove in after him. Jill saved Jack's life., jack almost died. , jack tripped and fell into the water. ,after, True,TRUE, after, after
"event: Lea was excited about the party. starts before Tara make plans on going to the store for some story: Tara's daughter Lea informed her that she needed candy. She learned that Lea's class was having a party. Tara made plans on going to the store for some. She wrote it down on a list so they wouldn't forget. ""Later that afternoon, they were able to pick some up.""", positive, lea was excited about the party. starts before tara make plans on going to the store for some ," Tara's daughter Lea informed her that she needed candy. She learned that Lea's class was having a party. Tara made plans on going to the store for some. She wrote it down on a list so they wouldn't forget. ""Later that afternoon, they were able to pick some up.""", lea was excited about the party. , tara make plans on going to the store for some ,before, True,FALSE, before, before
"event: Eventually, she got her cast removed. starts after She be awkward story: Nia broke her leg. She had to get a cast put on it. She was awkward at first wearing it. But soon she grew used to it. ""Before long, she could walk with ease!""", positive," eventually, she got her cast removed. starts after she be awkward "," Nia broke her leg. She had to get a cast put on it. She was awkward at first wearing it. But soon she grew used to it. ""Before long, she could walk with ease!"""," eventually, she got her cast removed. ", she be awkward ,after, True,TRUE, after, after
event: She rushed home to put stain remover on it and put it in the wash. starts before she was able to get it out. story: Kelly absolutely loved her new pink dress. She wore it everywhere she could. Unfortunately yesterday she spilled dye on it. Thankfully she was able to get it out. Kelly vowed to never ruin it again., positive, she rushed home to put stain remover on it and put it in the wash. starts before she was able to get it out. , Kelly absolutely loved her new pink dress. She wore it everywhere she could. Unfortunately yesterday she spilled dye on it. Thankfully she was able to get it out. Kelly vowed to never ruin it again., she rushed home to put stain remover on it and put it in the wash. , she was able to get it out. ,before, True,TRUE, before, before
event: Tina changed her mind about the beach being good. starts after she thought it would be good story: It was very hot outside. So Tina went to the beach. She thought it would be good. But then it was not. It was too hard., positive, tina changed her mind about the beach being good. starts after she thought it would be good , It was very hot outside. So Tina went to the beach. She thought it would be good. But then it was not. It was too hard., tina changed her mind about the beach being good. , she thought it would be good ,after, True,TRUE, after, after
"event: Nicole realized she left the door unlocked. starts after She decide to take it to the store and see if it could be fixed story: Nicole was watching a movie on her iPad. She heard a noise in the other end of the house. ""She got up to check, and fell."" ""After picking up the iPad, Nicole realized the screen was cracked."" She decided to take it to the store and see if it could be fixed.", positive, nicole realized she left the door unlocked. starts after she decide to take it to the store and see if it could be fixed ," Nicole was watching a movie on her iPad. She heard a noise in the other end of the house. ""She got up to check, and fell."" ""After picking up the iPad, Nicole realized the screen was cracked."" She decided to take it to the store and see if it could be fixed.", nicole realized she left the door unlocked. , she decide to take it to the store and see if it could be fixed ,after, False,FALSE, before, before
"event: Maggie stopped brushing her teeth starts after stopping the toothbrush story: Maggie was a pregnant lady. One morning she was trying to brush her teeth. ""No matter what she did, the toothbrush made her gag."" The more she tried the more nausea she felt. She eventually gave up and just used mouthwash.", positive, maggie stopped brushing her teeth starts after stopping the toothbrush ," Maggie was a pregnant lady. One morning she was trying to brush her teeth. ""No matter what she did, the toothbrush made her gag."" The more she tried the more nausea she felt. She eventually gave up and just used mouthwash.", maggie stopped brushing her teeth , stopping the toothbrush ,after, True,FALSE, after, before
event: Yolanda purchased the Yankees statues. starts before She use them to decorate her front yard in honor of the team story: Yolanda was a fan of baseball. She especially liked the New York Yankees. She wanted to do something to show this fandom. She found a bunch of Yankees statues online. She used them to decorate her front yard in honor of the team., positive, yolanda purchased the yankees statues. starts before she use them to decorate her front yard in honor of the team , Yolanda was a fan of baseball. She especially liked the New York Yankees. She wanted to do something to show this fandom. She found a bunch of Yankees statues online. She used them to decorate her front yard in honor of the team., yolanda purchased the yankees statues. , she use them to decorate her front yard in honor of the team ,before, True,TRUE, before, before
event: Heidi blames her speeding on the new convertible starts after she got speeding tickets story: Heidi bought a brand new car. The new car was a convertible and very fast. Heidi started to drive her new car very fast. She started to get speeding tickets and decided to slow down. Heidi regretted buying a sports car., positive, heidi blames her speeding on the new convertible starts after she got speeding tickets , Heidi bought a brand new car. The new car was a convertible and very fast. Heidi started to drive her new car very fast. She started to get speeding tickets and decided to slow down. Heidi regretted buying a sports car., heidi blames her speeding on the new convertible , she got speeding tickets ,after, True,FALSE, before, after
event: Jack stayed up all night studying starts before he still does not feel ready story: Jack has a test in science. He has been studying all week. He still does not feel ready. Jack got to his test and failed. He begged his teacher for a retake and she said no., positive, jack stayed up all night studying starts before he still does not feel ready , Jack has a test in science. He has been studying all week. He still does not feel ready. Jack got to his test and failed. He begged his teacher for a retake and she said no., jack stayed up all night studying , he still does not feel ready ,before, True,FALSE, before, before
"event: Thomas asked what he needed to do better starts after Thomas be up for an award story: Thomas was up for an award. He thought he was a shoe in and everyone else did too. "" When the name was called for the award though, it wasn't his."" Thomas felt sad but he didn't give up. Next year Thomas worked even harder and won the award.", positive, thomas asked what he needed to do better starts after thomas be up for an award ," Thomas was up for an award. He thought he was a shoe in and everyone else did too. "" When the name was called for the award though, it wasn't his."" Thomas felt sad but he didn't give up. Next year Thomas worked even harder and won the award.", thomas asked what he needed to do better , thomas be up for an award ,after, False,FALSE, before, before
event: Tom and his friends were in the mountains. starts after they decided to go hiking story: Tom and his friends decided to go hiking. While hiking Tom tripped and fell down a cliff. He was injured so his friends called for help. Search and rescue came and saved Tom. After a two weeks in the hospital Tom recovered., positive, tom and his friends were in the mountains. starts after they decided to go hiking , Tom and his friends decided to go hiking. While hiking Tom tripped and fell down a cliff. He was injured so his friends called for help. Search and rescue came and saved Tom. After a two weeks in the hospital Tom recovered., tom and his friends were in the mountains. , they decided to go hiking ,after, True,TRUE, before, before
event: She felt relieved. starts after she had to rely on gps. story: Susie was trying to find her way home. All the sudden she got lost. It upset her. She had to rely on her gps. It took five hours to get home., positive, she felt relieved. starts after she had to rely on gps. , Susie was trying to find her way home. All the sudden she got lost. It upset her. She had to rely on her gps. It took five hours to get home., she felt relieved. , she had to rely on gps. ,after, True,TRUE, after, after
event: Jennifer eats some grilled corn starts after grilling the corn story: Jennifer decided to grill some corn one day. She went outside and preheated her grill. She peeled back the corn husks and removed silk. She then wrapped each ear of corn in aluminum foil. She placed them on the grill., positive, jennifer eats some grilled corn starts after grilling the corn , Jennifer decided to grill some corn one day. She went outside and preheated her grill. She peeled back the corn husks and removed silk. She then wrapped each ear of corn in aluminum foil. She placed them on the grill., jennifer eats some grilled corn , grilling the corn ,after, False,TRUE, after, after
"event: My friend tasted her lasange starts after It say Leah 's Kickasserole on the side story: I sent my friend a thank you gift. ""A few weeks later, she posted a picture on facebook."" It was a picture of a lasane in the pan I had sent her. It said Leah's Kickasserole on the side. She posted how much she loved the dish.", positive, my friend tasted her lasange starts after it say leah 's kickasserole on the side ," I sent my friend a thank you gift. ""A few weeks later, she posted a picture on facebook."" It was a picture of a lasane in the pan I had sent her. It said Leah's Kickasserole on the side. She posted how much she loved the dish.", my friend tasted her lasange , it say leah 's kickasserole on the side ,after, True,Cannot be determined, after, after
"event: I could not afford college without a scholarship starts before I be glad I chose here story: I applied to 7 colleges. I got wait-listed from my first choice. ""I was accepted to my second and third, but third offered more money."" I went to my third choice college. I have great friends and am glad I chose here.", positive, i could not afford college without a scholarship starts before i be glad i chose here ," I applied to 7 colleges. I got wait-listed from my first choice. ""I was accepted to my second and third, but third offered more money."" I went to my third choice college. I have great friends and am glad I chose here.", i could not afford college without a scholarship , i be glad i chose here ,before, True,TRUE, after, before
event: Dana's student was alive starts before She love her job and students very much story: Dana was a new preschool teacher in Texas. She loved her job and students very much. Dana always kept a watchful eye over her students. During nap time one student began to have a seizure. Dana reacted immediately and saved her student's life!, positive, dana's student was alive starts before she love her job and students very much , Dana was a new preschool teacher in Texas. She loved her job and students very much. Dana always kept a watchful eye over her students. During nap time one student began to have a seizure. Dana reacted immediately and saved her student's life!, dana's student was alive , she love her job and students very much ,before, False,FALSE, after, before
event: Jake drove his new leather chair to his dorm. starts after Jake be able to buy the chair for $ 50 used story: Jake had just moved into his college dorm. He wanted to make his study area as comfortable as possible. The chair that was in his room was old and stiff. Jake found a really nice leather computer chair on craigslist. Jake was able to buy the chair for $50 used., positive, jake drove his new leather chair to his dorm. starts after jake be able to buy the chair for $ 50 used , Jake had just moved into his college dorm. He wanted to make his study area as comfortable as possible. The chair that was in his room was old and stiff. Jake found a really nice leather computer chair on craigslist. Jake was able to buy the chair for $50 used., jake drove his new leather chair to his dorm. , jake be able to buy the chair for $ 50 used ,after, False,TRUE, after, after
event: Henry was running very fast starts after he couldn't get through the double team story: Henry had several seconds to shoot the ball. He couldn't get through the double team so he ran through them. He got fouled by one of the opponents but ended up throwing the ball. The ball landed into the hoop. His team ran towards him to congratulate him., positive, henry was running very fast starts after he couldn't get through the double team , Henry had several seconds to shoot the ball. He couldn't get through the double team so he ran through them. He got fouled by one of the opponents but ended up throwing the ball. The ball landed into the hoop. His team ran towards him to congratulate him., henry was running very fast , he couldn't get through the double team ,after, True,TRUE, before, before
"event: Maddie sat down in her seat starts after Maddie was excited about the movie story: Maddie was excited to see the new Harry Potter movie. The line was out the door and it was exciting. Maddie luckily was able to get a seat. The movie was long but it was worth it. When the movie was over, it was great.", positive, maddie sat down in her seat starts after maddie was excited about the movie ," Maddie was excited to see the new Harry Potter movie. The line was out the door and it was exciting. Maddie luckily was able to get a seat. The movie was long but it was worth it. When the movie was over, it was great.", maddie sat down in her seat , maddie was excited about the movie ,after, True,TRUE, before, after
